 X,    Y,    Z,    H,	slope,Q, AREA,	L, curve,power, downL
-480,    1440,   138.382,   138.382,   0.0207241,   851.605,   64,   8,   -0.00208342,   17.6488,   0
-480,    1448,   138.477,   138.477,   0.0164479,   834.203,   64,   8,   -0.00228191,   13.7209,   0
-480,    1456,   138.497,   138.497,   0.0186452,   817.598,   64,   8,   -0.00262687,   15.2442,   0
-480,    1464,   138.453,   138.453,   0.0289454,   801.591,   64,   8,   -0.00311825,   23.2024,   0
-480,    1472,   138.398,   138.398,   0.0416553,   786.127,   64,   8,   -0.00366611,   32.7463,   0
-480,    1480,   138.517,   138.517,   0.0511968,   771.255,   64,   8,   -0.00375726,   39.4858,   0
-480,    1488,   138.774,   138.774,   0.0554803,   757.101,   64,   8,   -0.00357053,   42.0042,   0
-480,    1496,   139.171,   139.171,   0.0551357,   743.853,   64,   8,   -0.00310641,   41.0128,   0
-480,    1504,   139.549,   139.549,   0.0528583,   731.722,   64,   8,   -0.00286244,   38.6776,   0
-480,    1512,   139.95,   139.95,   0.0505052,   720.823,   64,   8,   -0.00265405,   36.4053,   0
-480,    1520,   140.29,   140.29,   0.0484869,   711.02,   64,   8,   -0.00272246,   34.4751,   0
-480,    1528,   140.614,   140.614,   0.0484149,   701.86,   64,   8,   -0.00288245,   33.9805,   0
-480,    1536,   140.945,   140.945,   0.0489414,   692.739,   64,   8,   -0.00304019,   33.9036,   0
-480,    1544,   141.305,   141.305,   0.0487381,   683.266,   64,   8,   -0.0031007,   33.3011,   0
-480,    1552,   141.694,   141.694,   0.0453538,   673.429,   64,   8,   -0.00302852,   30.5425,   0
-480,    1560,   141.962,   141.962,   0.042309,   663.533,   64,   8,   -0.00328126,   28.0734,   0
-480,    1568,   142.225,   142.225,   0.0421647,   654.074,   64,   8,   -0.00346135,   27.5788,   0
-480,    1576,   142.486,   142.486,   0.0417674,   645.685,   64,   8,   -0.00355352,   26.9686,   0
-480,    1584,   142.723,   142.723,   0.041484,   639.137,   64,   8,   -0.00359236,   26.514,   0
-480,    1592,   142.93,   142.93,   0.0424964,   635.295,   64,   8,   -0.00358928,   26.9977,   0
-480,    1600,   143.114,   143.114,   0.0455685,   634.848,   64,   8,   -0.00356393,   28.9291,   0
-480,    1608,   143.297,   143.297,   0.050552,   637.731,   64,   8,   -0.0035265,   32.2386,   0
-480,    1616,   143.504,   143.504,   0.0567292,   642.511,   64,   8,   -0.00352946,   36.4492,   0
-480,    1624,   143.816,   143.816,   0.062015,   646.456,   64,   8,   -0.00340951,   40.09,   0
-480,    1632,   144.226,   144.226,   0.0646444,   646.67,   64,   8,   -0.00323437,   41.8036,   0
-480,    1640,   144.702,   144.702,   0.06477,   641.45,   64,   8,   -0.00306446,   41.5467,   0
-480,    1648,   145.18,   145.18,   0.0640439,   630.592,   64,   8,   -0.00302692,   40.3856,   0
-480,    1656,   145.693,   145.693,   0.0635005,   614.699,   64,   8,   -0.00293372,   39.0337,   0
-480,    1664,   146.265,   146.265,   0.0611356,   594.359,   64,   8,   -0.00261312,   36.3365,   0
-480,    1672,   146.829,   146.829,   0.0562849,   569.657,   64,   8,   -0.00216639,   32.0631,   0
-480,    1680,   147.342,   147.342,   0.0499694,   540.021,   64,   8,   -0.00163781,   26.9845,   0
-480,    1688,   147.766,   147.766,   0.0425995,   504.352,   64,   8,   -0.00110657,   21.4852,   0
-480,    1696,   148.075,   148.075,   0.0348528,   461.542,   64,   8,   -0.000682344,   16.086,   0
-480,    1704,   148.281,   148.281,   0.0282678,   411.509,   64,   8,   -0.000418963,   11.6324,   0
-480,    1712,   148.43,   148.43,   0.0246951,   356.293,   64,   8,   -0.000291193,   8.79867,   0
-480,    1720,   148.553,   148.553,   0.025747,   300.059,   64,   8,   -0.000310831,   7.72561,   0
-480,    1728,   148.668,   148.668,   0.0319357,   247.396,   64,   8,   -0.000660249,   7.90078,   0
-480,    1736,   148.8,   148.8,   0.0430139,   201.215,   64,   8,   -0.00111473,   8.65504,   0
-480,    1744,   149.139,   149.139,   0.0548362,   162.085,   64,   8,   -0.00111032,   8.8881,   0
-480,    1752,   149.765,   149.765,   0.056759,   129.075,   64,   8,   -0.00034025,   7.32617,   0
-480,    1760,   150.235,   150.235,   0.0518638,   100.893,   64,   8,   -0.000143581,   5.23269,   0
-480,    1768,   150.637,   150.637,   0.0503652,   76.5993,   64,   8,   -0.000155056,   3.85794,   0
-480,    1776,   151.036,   151.036,   0.0505801,   55.8814,   64,   8,   -0.000267262,   2.82649,   0
-480,    1784,   151.436,   151.436,   0.0508719,   39.0134,   64,   8,   -0.00046917,   1.98468,   0
-480,    1792,   151.84,   151.84,   0.0509462,   26.5858,   64,   8,   -0.000644511,   1.35444,   0
-480,    1800,   152.249,   152.249,   0.0505754,   18.9825,   64,   8,   -0.000739248,   0.960047,   0
-480,    1808,   152.659,   152.659,   0.0494884,   15.7481,   64,   8,   -0.000731855,   0.779349,   0
-480,    1816,   153.054,   153.054,   0.0478172,   15.3709,   64,   8,   -0.000648195,   0.734992,   0
-480,    1824,   153.425,   153.425,   0.0465238,   15.8532,   64,   8,   -0.000526138,   0.737552,   0
-480,    1832,   153.796,   153.796,   0.0457987,   15.6591,   64,   8,   -0.000323263,   0.717167,   0
-480,    1840,   154.165,   154.165,   0.0436565,   14.1961,   64,   8,   -7.43824e-05,   0.619752,   0
-480,    1848,   154.453,   154.453,   0.0393563,   11.697,   64,   8,   -0.000237732,   0.460349,   0
-480,    1856,   154.495,   154.495,   0.047657,   8.86362,   64,   8,   -0.00122449,   0.422414,   0
-480,    1864,   154.762,   154.762,   0.0650978,   6.59525,   64,   8,   -0.00162911,   0.429336,   0
-480,    1872,   155.244,   155.244,   0.0758286,   5.86758,   64,   8,   -0.00159491,   0.44493,   0
-480,    1880,   155.488,   155.488,   0.101806,   7.6535,   64,   8,   -0.00276679,   0.779169,   0
-480,    1888,   157.064,   157.064,   0.109414,   12.7463,   64,   8,   1.01189e-06,   1.39462,   0
-480,    1896,   157.775,   157.775,   0.0911275,   21.419,   64,   8,   -0.000155127,   1.95186,   0
-480,    1904,   158.197,   158.197,   0.0911275,   128.622,   256,   8,   -0.000155127,   11.721,   0
-472,    0,   81.6088,   81.6088,   0.137305,   4383.53,   64,   8,   -3.45457e-06,   601.883,   0
-472,    8,   81.6088,   81.6088,   0.137305,   12967,   192,   19.3137,   -3.45457e-06,   1780.44,   0
-472,    16,   81.7058,   81.7058,   0.15248,   8445.24,   128,   16,   -1.1579e-06,   1287.73,   0
-472,    24,   81.8286,   81.8286,   0.160299,   8312.02,   128,   16,   5.14227e-06,   1332.41,   0
-472,    32,   81.944,   81.944,   0.165403,   8184.07,   128,   16,   1.11281e-05,   1353.67,   0
-472,    40,   82.0387,   82.0387,   0.168308,   8061.7,   128,   16,   1.447e-05,   1356.85,   0
-472,    48,   82.1082,   82.1082,   0.169396,   7945.32,   128,   16,   1.14019e-05,   1345.9,   0
-472,    56,   82.15,   82.15,   0.168795,   7835.56,   128,   16,   -3.75872e-05,   1322.6,   0
-472,    64,   82.1673,   82.1673,   0.166858,   7733.3,   128,   16,   -0.000119803,   1290.36,   0
-472,    72,   82.1653,   82.1653,   0.164117,   7639.49,   128,   16,   -0.000219732,   1253.77,   0
-472,    80,   82.1485,   82.1485,   0.160867,   7554.63,   128,   16,   -0.000333644,   1215.29,   0
-472,    88,   82.1188,   82.1188,   0.157052,   7478.02,   128,   16,   -0.000470552,   1174.44,   0
-472,    96,   82.0774,   82.0774,   0.152504,   7407.23,   128,   16,   -0.000627256,   1129.63,   0
-472,    104,   82.0272,   82.0272,   0.147241,   7338.66,   128,   16,   -0.000781907,   1080.55,   0
-472,    112,   81.9746,   81.9746,   0.141572,   7269.24,   128,   16,   -0.000914988,   1029.12,   0
-472,    120,   81.9288,   81.9288,   0.136024,   7197.39,   128,   16,   -0.00102292,   979.017,   0
-472,    128,   81.8989,   81.8989,   0.1311,   7122.92,   128,   16,   -0.00112163,   933.815,   0
-472,    136,   81.8907,   81.8907,   0.127033,   7046.2,   128,   16,   -0.00122981,   895.096,   0
-472,    144,   81.9055,   81.9055,   0.123751,   6967.43,   128,   16,   -0.00134832,   862.227,   0
-472,    152,   81.9421,   81.9421,   0.121109,   6886.25,   128,   16,   -0.00145526,   833.99,   0
