-480   0   99.4414
-472   0   99.4961
-464   0   99.2117
-456   0   98.8281
-448   0   98.3524
-440   0   97.7343
-432   0   96.8259
-424   0   95.652
-416   0   94.2431
-408   0   92.5988
-400   0   90.784
-392   0   88.847
-384   0   86.8237
-376   0   84.7435
-368   0   82.6781
-360   0   80.5865
-352   0   78.5478
-344   0   76.1267
-336   0   73.2991
-328   0   71.5909
-320   0   69.3001
-312   0   68.2533
-304   0   66.1763
-296   0   64.1056
-288   0   61.9872
-280   0   59.8264
-272   0   57.6609
-264   0   55.5165
-256   0   53.4352
-248   0   51.4488
-240   0   49.5789
-232   0   47.8142
-224   0   46.0915
-216   0   44.354
-208   0   42.5345
-200   0   41.5204
-192   0   39.8256
-184   0   38.1044
-176   0   36.3788
-168   0   34.6639
-160   0   32.9694
-152   0   31.3024
-144   0   29.6678
-136   0   28.0694
-128   0   26.5101
-120   0   24.9916
-112   0   23.5153
-104   0   22.0814
-96   0   20.6897
-88   0   19.3391
-80   0   18.0275
-72   0   16.7516
-64   0   15.5063
-56   0   14.2844
-48   0   13.076
-40   0   11.8688
-32   0   10.6405
-24   0   9.36319
-16   0   8.00695
-8   0   6.63478
0   0   0
8   0   7.37224
16   0   9.32831
24   0   11.0381
32   0   12.6157
40   0   14.1168
48   0   15.569
56   0   16.9957
64   0   18.4084
72   0   19.816
80   0   21.224
88   0   22.6367
96   0   24.0578
104   0   25.4908
112   0   26.9379
120   0   28.401
128   0   29.8808
136   0   31.3773
144   0   32.8895
152   0   34.4146
160   0   35.9474
168   0   37.4782
176   0   38.9887
184   0   40.4437
192   0   41.7875
200   0   40.5757
208   0   42.1807
216   0   44.7511
224   0   47.5402
232   0   50.3591
240   0   53.2398
248   0   56.4265
256   0   60.0109
264   0   64.0095
272   0   68.3487
280   0   72.463
288   0   76.5678
296   0   80.8587
304   0   85.2541
312   0   89.4936
320   0   91.7816
328   0   94.3031
336   0   96.4556
344   0   98.8438
352   0   101.093
360   0   102.819
368   0   104.672
376   0   106.426
384   0   108.167
392   0   109.933
400   0   111.745
408   0   113.626
416   0   115.6
424   0   117.669
432   0   119.806
440   0   121.96
448   0   124.064
456   0   126.093
464   0   128.029
472   0   129.907
480   0   130.864
-480   8   99.3866
-472   8   99.1121
-464   8   98.7068
-456   8   98.2006
-448   8   97.594
-440   8   96.8476
-432   8   95.9044
-424   8   94.7557
-416   8   93.4103
-408   8   91.8804
-400   8   90.1992
-392   8   88.3998
-384   8   86.512
-376   8   84.5627
-368   8   82.5809
-360   8   80.5656
-352   8   78.5204
-344   8   76.4019
-336   8   74.2831
-328   8   72.2631
-320   8   70.3154
-312   8   68.4398
-304   8   66.5045
-296   8   64.503
-288   8   62.4609
-280   8   60.3967
-272   8   58.329
-264   8   56.2772
-256   8   54.26
-248   8   52.2923
-240   8   50.3812
-232   8   48.5229
-224   8   46.7059
-216   8   44.9236
-208   8   43.1913
-200   8   41.5204
-192   8   39.8256
-184   8   38.1044
