-480   0   87.5115
-472   0   86.94
-464   0   85.8496
-456   0   84.8208
-448   0   83.9268
-440   0   83.1804
-432   0   82.4504
-424   0   81.6463
-416   0   80.6906
-408   0   79.5503
-400   0   78.2358
-392   0   76.7873
-384   0   75.2535
-376   0   73.6741
-368   0   72.0755
-360   0   70.4781
-352   0   68.905
-344   0   67.4083
-336   0   65.9715
-328   0   64.554
-320   0   63.1503
-312   0   61.7652
-304   0   60.4183
-296   0   59.0555
-288   0   57.6618
-280   0   56.2369
-272   0   54.7907
-264   0   53.334
-256   0   51.8682
-248   0   50.3568
-240   0   48.5782
-232   0   46.8952
-224   0   45.2354
-216   0   43.6542
-208   0   42.4145
-200   0   42.0128
-192   0   40.8507
-184   0   39.6455
-176   0   38.4188
-168   0   37.1808
-160   0   35.9368
-152   0   34.6897
-144   0   33.4411
-136   0   32.1918
-128   0   30.9419
-120   0   29.6911
-112   0   28.4387
-104   0   27.1833
-96   0   25.9228
-88   0   24.6547
-80   0   23.3753
-72   0   22.0798
-64   0   20.7617
-56   0   19.4126
-48   0   18.0204
-40   0   16.566
-32   0   15.0185
-24   0   13.3406
-16   0   11.4574
-8   0   9.2612
0   0   0
8   0   9.3725
16   0   11.5988
24   0   13.4753
32   0   15.1551
40   0   16.7204
48   0   18.2139
56   0   19.6603
64   0   21.0745
72   0   22.4666
80   0   23.8431
88   0   25.2084
96   0   26.5655
104   0   27.9159
112   0   29.2599
120   0   30.5969
128   0   31.9252
136   0   33.2412
144   0   34.5399
152   0   35.8135
160   0   37.0499
168   0   38.2302
176   0   39.3227
184   0   40.2699
192   0   40.9604
200   0   38.8574
208   0   37.8773
216   0   39.6258
224   0   42.4298
232   0   45.3498
240   0   48.1461
248   0   51.0722
256   0   54.3625
264   0   58.3406
272   0   62.1537
280   0   65.3667
288   0   68.4546
296   0   71.5455
304   0   74.6955
312   0   77.806
320   0   81.4617
328   0   85.99
336   0   90.7223
344   0   94.0704
352   0   97.1448
360   0   99.6164
368   0   101.957
376   0   104.13
384   0   106.184
392   0   108.156
400   0   110.083
408   0   111.993
416   0   113.921
424   0   115.907
432   0   117.975
440   0   120.123
448   0   122.298
456   0   124.452
464   0   126.486
472   0   128.79
480   0   129.74
-480   8   88.083
-472   8   86.94
-464   8   85.8496
-456   8   84.8208
-448   8   83.8698
-440   8   82.9848
-432   8   82.1071
-424   8   81.1784
-416   8   80.1518
-408   8   79.003
-400   8   77.7331
-392   8   76.3618
-384   8   74.9171
-376   8   73.4262
-368   8   71.9117
-360   8   70.3929
-352   8   68.889
-344   8   67.4215
-336   8   65.9852
-328   8   64.5683
-320   8   63.1652
-312   8   61.7735
-304   8   60.3948
-296   8   59.0104
-288   8   57.6094
-280   8   56.1889
-272   8   54.7513
-264   8   53.2993
-256   8   51.8296
-248   8   50.3257
-240   8   48.7887
-232   8   47.2699
-224   8   45.7996
-216   8   44.418
-208   8   43.1685
-200   8   42.0128
-192   8   40.8507
-184   8   39.6455
-176   8   38.4188
-168   8   37.1808
-160   8   35.9368
-152   8   34.6897
-144   8   33.4411
-136   8   32.1918
-128   8   30.9419
-120   8   29.6911
-112   8   28.4387
-104   8   27.1833
-96   8   25.9228
-88   8   24.6547
-80   8   23.3753
-72   8   22.0798
-64   8   20.7617
-56   8   19.4126
-48   8   18.0204
-40   8   16.566
-32   8   15.0185
-24   8   13.3406
-16   8   11.4574
-8   8   9.2612
0   8   6.72573
8   8   9.3725
16   8   11.5988
24   8   13.4753
32   8   15.1551
40   8   16.7204
48   8   18.2139
56   8   19.6603
64   8   21.0745
72   8   22.4666
80   8   23.8431
88   8   25.2084
96   8   26.5655
104   8   27.9159
112   8   29.2599
120   8   30.5969
128   8   31.9252
136   8   33.2412
144   8   34.5399
152   8   35.8135
160   8   37.0499
168   8   38.2302
176   8   39.3227
184   8   40.2699
192   8   40.9604
200   8   41.4691
208   8   42.2293
216   8   43.6085
224   8   45.5584
232   8   47.8605
240   8   50.3808
248   8   53.0936
256   8   56.016
264   8   59.1103
272   8   62.2562
280   8   65.3654
288   8   68.4385
296   8   71.5235
304   8   74.666
312   8   77.9206
320   8   81.4124
328   8   85.2394
336   8   89.0723
344   8   92.4254
352   8   95.4481
360   8   98.1313
368   8   100.615
376   8   102.944
384   8   105.158
392   8   107.291
400   8   109.375
408   8   111.438
416   8   113.506
424   8   115.601
432   8   117.738
440   8   119.912
448   8   122.1
456   8   124.275
464   8   126.417
472   8   128.588
