 X,    Y,    Z,    H,	slope,Q, AREA,	L, curve,power, downL
-480,    256,   99.1679,   99.1679,   0.0777221,   2979.4,   64,   8,   -0.00900122,   231.565,   0
-480,    264,   99.2063,   99.2063,   0.0733198,   2968.93,   64,   8,   -0.00399257,   217.681,   0
-480,    272,   99.2808,   99.2808,   0.073845,   2960.9,   64,   8,   -0.0110581,   218.648,   0
-480,    280,   98.947,   98.947,   0.0747893,   2954.78,   64,   8,   -0.0123778,   220.986,   0
-480,    288,   98.8594,   98.8594,   0.0671158,   2949.9,   64,   8,   -0.0017033,   197.984,   0
-480,    296,   98.8758,   98.8758,   0.0609498,   2945.89,   64,   8,   -0.00980045,   179.551,   0
-480,    304,   98.5467,   98.5467,   0.0575332,   2942.84,   64,   8,   0.00131962,   169.311,   0
-480,    312,   98.1331,   98.1331,   0.0470612,   2941.28,   64,   8,   -0.00536867,   138.42,   0
-480,    320,   98.3018,   98.3018,   0.0498084,   2941.79,   64,   8,   -0.00359181,   146.526,   0
-480,    328,   98.2274,   98.2274,   0.0500607,   2944.54,   64,   8,   -0.00127251,   147.406,   0
-480,    336,   98.2196,   98.2196,   0.0507361,   2949.37,   64,   8,   0.0032356,   149.64,   0
-480,    344,   98.5318,   98.5318,   0.0566117,   2955.6,   64,   8,   -0.00391386,   167.322,   0
-480,    352,   98.7455,   98.7455,   0.0506699,   2961.9,   64,   8,   -0.00478955,   150.079,   0
-480,    360,   98.9034,   98.9034,   0.0433064,   2966.56,   64,   8,   -0.00540127,   128.471,   0
-480,    368,   98.9606,   98.9606,   0.0368107,   2968.31,   64,   8,   -0.00986278,   109.266,   0
-480,    376,   98.8277,   98.8277,   0.0321697,   2967.74,   64,   8,   -0.00564097,   95.4714,   0
-480,    384,   98.7597,   98.7597,   0.0239463,   2967.96,   64,   8,   -0.00636239,   71.0716,   0
-480,    392,   98.7241,   98.7241,   0.0215131,   2973.29,   64,   8,   0.000156873,   63.9648,   0
-480,    400,   98.9299,   98.9299,   0.0302667,   2987.64,   64,   8,   -0.00176193,   90.4258,   0
-480,    408,   99.1786,   99.1786,   0.0420083,   3011.98,   64,   8,   -0.00335491,   126.528,   0
-480,    416,   99.5917,   99.5917,   0.0512041,   3044.34,   64,   8,   -0.010007,   155.883,   0
-480,    424,   99.8994,   99.8994,   0.0476725,   3081.19,   64,   8,   -0.0120787,   146.888,   0
-480,    432,   100.063,   100.063,   0.0537334,   3118.28,   64,   8,   -0.00678222,   167.556,   0
-480,    440,   100.401,   100.401,   0.0676789,   3151.33,   64,   8,   -0.0075377,   213.279,   0
-480,    448,   100.86,   100.86,   0.0720174,   3176.87,   64,   8,   -0.00899696,   228.789,   0
-480,    456,   101.264,   101.264,   0.0708671,   3193.73,   64,   8,   -0.00372871,   226.331,   0
-480,    464,   101.763,   101.763,   0.0844914,   3205.4,   64,   8,   -0.00178055,   270.829,   0
-480,    472,   102.468,   102.468,   0.0999156,   3221.2,   64,   8,   -0.00257141,   321.848,   0
-480,    480,   103.264,   103.264,   0.0946068,   3253.81,   64,   8,   -0.00953924,   307.832,   0
-480,    488,   103.866,   103.866,   0.0963345,   3313.07,   64,   8,   -0.0140429,   319.162,   0
-480,    496,   104.4,   104.4,   0.103197,   3400.68,   64,   8,   -0.0102389,   350.942,   0
-480,    504,   104.97,   104.97,   0.100038,   3512.89,   64,   8,   -0.00912408,   351.421,   0
-480,    512,   105.51,   105.51,   0.092305,   3646.18,   64,   8,   -0.00765715,   336.56,   0
-480,    520,   105.976,   105.976,   0.077483,   3801.8,   64,   8,   -0.0054124,   294.574,   0
-480,    528,   106.3,   106.3,   0.0651707,   3987.76,   64,   8,   0.00226221,   259.885,   0
-480,    536,   106.657,   106.657,   0.0656519,   4219.59,   64,   8,   -0.000939857,   277.024,   0
-480,    544,   107.133,   107.133,   0.0654823,   4519.02,   64,   8,   -0.00571047,   295.916,   0
-480,    552,   107.362,   107.362,   0.0743587,   4907.25,   64,   8,   0.000793255,   364.897,   0
-480,    560,   107.855,   107.855,   0.0753623,   5390.15,   64,   8,   -0.00437077,   406.214,   0
-480,    568,   107.957,   107.957,   0.0591796,   5940.07,   64,   8,   -0.0136366,   351.531,   0
-480,    576,   108.262,   108.262,   0.0570095,   6492.56,   64,   8,   0.000343607,   370.137,   0
-480,    584,   108.365,   108.365,   0.0636468,   6972.52,   64,   8,   0.00140811,   443.778,   0
-480,    592,   108.672,   108.672,   0.0693185,   7330.96,   64,   8,   -0.00190018,   508.171,   0
-480,    600,   108.952,   108.952,   0.0665319,   7558.83,   64,   8,   -0.00151536,   502.903,   0
-480,    608,   109.218,   109.218,   0.0608291,   7672.63,   64,   8,   -0.000339659,   466.719,   0
-480,    616,   109.247,   109.247,   0.0749632,   7693.13,   64,   8,   -0.00353799,   576.702,   0
-480,    624,   110.149,   110.149,   0.0779402,   7632.03,   64,   8,   -0.00673524,   594.842,   0
-480,    632,   110.446,   110.446,   0.0719241,   7486.99,   64,   8,   -0.0126652,   538.496,   0
-480,    640,   110.487,   110.487,   0.0833143,   7242.2,   64,   8,   0.00262265,   603.378,   0
-480,    648,   111.098,   111.098,   0.123925,   6875.24,   64,   8,   0.00176857,   852.011,   0
-480,    656,   112.167,   112.167,   0.110004,   6373.35,   64,   8,   -0.016885,   701.091,   0
-480,    664,   112.493,   112.493,   0.0637377,   5755.68,   64,   8,   -0.0105749,   366.854,   0
-480,    672,   111.286,   111.286,   0.0367838,   5082.68,   64,   8,   -0.0138262,   186.96,   0
-480,    680,   112.45,   112.45,   0.110551,   4433.65,   64,   8,   0.0146281,   490.147,   0
-480,    688,   113.464,   113.464,   0.119854,   3867.64,   64,   8,   -0.0131248,   463.552,   0
-480,    696,   114.478,   114.478,   0.054567,   3403.46,   64,   8,   -0.0151095,   185.717,   0
-480,    704,   113.796,   113.796,   0.0510513,   3029.07,   64,   8,   -0.00189283,   154.638,   0
-480,    712,   114.042,   114.042,   0.050721,   2720.91,   64,   8,   0.00844662,   138.007,   0
-480,    720,   114.346,   114.346,   0.0547806,   2457.2,   64,   8,   -0.00479011,   134.607,   0
-480,    728,   114.264,   114.264,   0.0498962,   2223.05,   64,   8,   -0.000400455,   110.922,   0
-480,    736,   114.315,   114.315,   0.0481852,   2011.16,   64,   8,   -0.000481606,   96.9082,   0
-480,    744,   114.48,   114.48,   0.0466358,   1821.01,   64,   8,   -0.00254739,   84.9244,   0
-480,    752,   114.565,   114.565,   0.039185,   1656.91,   64,   8,   -0.00353708,   64.9261,   0
-480,    760,   114.723,   114.723,   0.0248836,   1523.46,   64,   8,   -0.00815274,   37.9092,   0
-480,    768,   114.981,   114.981,   0.0344574,   1419.86,   64,   8,   0.0043188,   48.9247,   0
-480,    776,   115.288,   115.288,   0.0526568,   1337.87,   64,   8,   -0.00496336,   70.448,   0
-480,    784,   115.848,   115.848,   0.0461379,   1266.89,   64,   8,   -0.00189619,   58.4518,   0
-480,    792,   116.13,   116.13,   0.0368529,   1199.28,   64,   8,   -0.00182125,   44.197,   0
-480,    800,   116.379,   116.379,   0.0346672,   1132.54,   64,   8,   0.00400576,   39.2619,   0
-480,    808,   116.545,   116.545,   0.022399,   1068.39,   64,   8,   -0.00324166,   23.9308,   0
-480,    816,   116.605,   116.605,   0.0207917,   1011.13,   64,   8,   -0.00418774,   21.023,   0
-480,    824,   116.99,   116.99,   0.0272636,   966.529,   64,   8,   0.000666188,   26.3511,   0
-480,    832,   116.987,   116.987,   0.0223533,   941.012,   64,   8,   -0.00595405,   21.0348,   0
-480,    840,   117.194,   117.194,   0.0350294,   940.182,   64,   8,   0.00507876,   32.934,   0
-480,    848,   117.543,   117.543,   0.049555,   965.969,   64,   8,   -0.00106571,   47.8686,   0
-480,    856,   117.897,   117.897,   0.0481114,   1013.28,   64,   8,   0.000945925,   48.7501,   0
-480,    864,   118.258,   118.258,   0.0498329,   1070.34,   64,   8,   -0.000190057,   53.3382,   0
-480,    872,   118.642,   118.642,   0.0443729,   1124.5,   64,   8,   -0.00442183,   49.8971,   0
-480,    880,   118.863,   118.863,   0.0350213,   1167.53,   64,   8,   -0.000670506,   40.8885,   0
-480,    888,   118.908,   118.908,   0.0333722,   1198.09,   64,   8,   -0.00644315,   39.9828,   0
-480,    896,   119.335,   119.335,   0.0326432,   1219.16,   64,   8,   -0.00156555,   39.7973,   0
-480,    904,   119.577,   119.577,   0.0411158,   1234.86,   64,   8,   -0.0025703,   50.7724,   0
-480,    912,   119.9,   119.9,   0.0498779,   1248.58,   64,   8,   -0.00154337,   62.2764,   0
-480,    920,   120.198,   120.198,   0.0513761,   1262.41,   64,   8,   -0.00525963,   64.8578,   0
-480,    928,   120.678,   120.678,   0.0469289,   1277.54,   64,   8,   -0.00302679,   59.9537,   0
-480,    936,   120.958,   120.958,   0.0482786,   1294.29,   64,   8,   -0.000769108,   62.4864,   0
-480,    944,   121.287,   121.287,   0.0477094,   1312.16,   64,   8,   -0.00104067,   62.6024,   0
-480,    952,   121.502,   121.502,   0.0405354,   1330.31,   64,   8,   -0.00574437,   53.9245,   0
-480,    960,   121.61,   121.61,   0.0402245,   1347.97,   64,   8,   -0.00285912,   54.2214,   0
-480,    968,   121.769,   121.769,   0.0400908,   1364.94,   64,   8,   0.00787373,   54.7216,   0
-480,    976,   121.802,   121.802,   0.0430398,   1381.74,   64,   8,   -0.00825228,   59.4699,   0
-480,    984,   122.362,   122.362,   0.0364926,   1399.08,   64,   8,   0.00560386,   51.0561,   0
-480,    992,   121.842,   121.842,   0.0550252,   1417.54,   64,   8,   -0.0124096,   78.0003,   0
-480,    1000,   122.955,   122.955,   0.0678606,   1437.53,   64,   8,   4.38705e-05,   97.5518,   0
-480,    1008,   123.439,   123.439,   0.0686556,   1459.51,   64,   8,   -0.00294454,   100.203,   0
-480,    1016,   124.044,   124.044,   0.0627823,   1484.07,   64,   8,   0.00240714,   93.1734,   0
-480,    1024,   124.136,   124.136,   0.0469013,   1511.98,   64,   8,   -0.00871379,   70.9136,   0
-480,    1032,   124.545,   124.545,   0.0491838,   1543.8,   64,   8,   0.00146346,   75.9299,   0
-480,    1040,   124.801,   124.801,   0.0525485,   1579.29,   64,   8,   -0.00368828,   82.9892,   0
-480,    1048,   124.957,   124.957,   0.0405188,   1616.73,   64,   8,   -0.0100179,   65.5078,   0
-480,    1056,   124.818,   124.818,   0.0310581,   1653.18,   64,   8,   0.000180597,   51.3447,   0
-480,    1064,   124.648,   124.648,   0.0264223,   1685.76,   64,   8,   0.00231842,   44.5417,   0
-480,    1072,   124.95,   124.95,   0.050036,   1712.93,   64,   8,   -0.00219057,   85.7083,   0
-480,    1080,   125.466,   125.466,   0.0576776,   1734.65,   64,   8,   -0.00647378,   100.05,   0
-480,    1088,   125.774,   125.774,   0.0426654,   1751.66,   64,   8,   -0.00262321,   74.7355,   0
-480,    1096,   125.932,   125.932,   0.0296673,   1764.86,   64,   8,   -0.00243861,   52.3586,   0
-480,    1104,   125.906,   125.906,   0.044672,   1774.91,   64,   8,   -0.00452496,   79.2889,   0
-480,    1112,   125.568,   125.568,   0.0495404,   1782.27,   64,   8,   -0.0124618,   88.2944,   0
-480,    1120,   125.612,   125.612,   0.0538238,   1787.09,   64,   8,   -0.000471005,   96.1881,   0
-480,    1128,   125.697,   125.697,   0.0647216,   1789.41,   64,   8,   -0.00760758,   115.814,   0
-480,    1136,   125.818,   125.818,   0.0726941,   1789.27,   64,   8,   -0.00822829,   130.069,   0
-480,    1144,   125.969,   125.969,   0.079987,   1786.86,   64,   8,   -0.00840313,   142.926,   0
-480,    1152,   126.223,   126.223,   0.085201,   1782.62,   64,   8,   -0.0126538,   151.881,   0
-480,    1160,   126.36,   126.36,   0.0884564,   1777.07,   64,   8,   -0.011208,   157.193,   0
-480,    1168,   126.546,   126.546,   0.0906419,   1770.61,   64,   8,   -0.0112827,   160.491,   0
-480,    1176,   126.721,   126.721,   0.0953592,   1763.43,   64,   8,   -0.00804517,   168.159,   0
-480,    1184,   127.034,   127.034,   0.114549,   1755.6,   64,   8,   -0.00599442,   201.103,   0
-480,    1192,   127.722,   127.722,   0.133848,   1747.15,   64,   8,   -0.0111864,   233.852,   0
-480,    1200,   128.4,   128.4,   0.132546,   1738.13,   64,   8,   -0.00954834,   230.383,   0
-480,    1208,   129.015,   129.015,   0.136693,   1728.72,   64,   8,   -0.00441698,   236.304,   0
-480,    1216,   129.808,   129.808,   0.135571,   1719.08,   64,   8,   -0.00259252,   233.058,   0
-480,    1224,   130.408,   130.408,   0.112139,   1709.29,   64,   8,   -0.00955686,   191.678,   0
-480,    1232,   130.74,   130.74,   0.0985242,   1699.13,   64,   8,   -0.00567094,   167.405,   0
-480,    1240,   131.325,   131.325,   0.100037,   1687.96,   64,   8,   -0.0116322,   168.859,   0
-480,    1248,   132.336,   132.336,   0.0877627,   1674.92,   64,   8,   0.0015155,   146.995,   0
-480,    1256,   132.688,   132.688,   0.0689661,   1659.27,   64,   8,   -5.90946e-07,   114.434,   0
-480,    1264,   132.824,   132.824,   0.0663606,   1640.7,   64,   8,   0.00382566,   108.878,   0
-480,    1272,   133.081,   133.081,   0.0786809,   1619.14,   64,   8,   0.00503178,   127.395,   0
-480,    1280,   133.571,   133.571,   0.0874949,   1594.51,   64,   8,   -0.00287621,   139.512,   0
-480,    1288,   133.959,   133.959,   0.0851988,   1566.51,   64,   8,   -0.00707041,   133.464,   0
-480,    1296,   134.141,   134.141,   0.0822704,   1534.38,   64,   8,   -0.0019036,   126.234,   0
-480,    1304,   134.367,   134.367,   0.0713064,   1496.94,   64,   8,   -0.00142565,   106.742,   0
-480,    1312,   134.161,   134.161,   0.060384,   1452.8,   64,   8,   -0.00795721,   87.7258,   0
-480,    1320,   134.368,   134.368,   0.0663797,   1401.13,   64,   8,   -0.00359815,   93.0064,   0
-480,    1328,   134.863,   134.863,   0.0805202,   1342.88,   64,   8,   0.00160489,   108.129,   0
-480,    1336,   135.046,   135.046,   0.0913759,   1281.47,   64,   8,   -0.000103945,   117.095,   0
-480,    1344,   135.503,   135.503,   0.0956214,   1221.79,   64,   8,   -0.00230147,   116.83,   0
-480,    1352,   135.678,   135.678,   0.0951111,   1167.83,   64,   8,   -0.00649567,   111.073,   0
-480,    1360,   135.741,   135.741,   0.0985708,   1121.08,   64,   8,   -0.00601534,   110.506,   0
-480,    1368,   135.814,   135.814,   0.101642,   1080.98,   64,   8,   -0.00634042,   109.873,   0
-480,    1376,   135.858,   135.858,   0.0987455,   1046.03,   64,   8,   -0.00388306,   103.291,   0
-480,    1384,   136.064,   136.064,   0.0976927,   1014.8,   64,   8,   -8.75497e-05,   99.1386,   0
-480,    1392,   136.518,   136.518,   0.099371,   986.233,   64,   8,   -0.000515144,   98.003,   0
-480,    1400,   137.048,   137.048,   0.105618,   959.69,   64,   8,   0.000131251,   101.36,   0
-480,    1408,   137.746,   137.746,   0.106219,   934.858,   64,   8,   -0.00892269,   99.2999,   0
-480,    1416,   138.216,   138.216,   0.0848778,   911.652,   64,   8,   -0.0119827,   77.379,   0
-480,    1424,   138.254,   138.254,   0.074951,   890.087,   64,   8,   -6.70731e-05,   66.713,   0
-480,    1432,   138.476,   138.476,   0.0795717,   870.128,   64,   8,   -0.00149317,   69.2376,   0
-480,    1440,   138.841,   138.841,   0.0727843,   851.605,   64,   8,   -0.00594668,   61.9835,   0
-480,    1448,   138.945,   138.945,   0.0550456,   834.203,   64,   8,   -0.00832288,   45.9192,   0
-480,    1456,   138.558,   138.558,   0.0503358,   817.598,   64,   8,   -0.00288194,   41.1545,   0
-480,    1464,   138.567,   138.567,   0.0451838,   801.591,   64,   8,   -0.00403982,   36.219,   0
-480,    1472,   138.398,   138.398,   0.0404289,   786.127,   64,   8,   -0.00713803,   31.7823,   0
-480,    1480,   138.553,   138.553,   0.0500727,   771.255,   64,   8,   -0.00072512,   38.6188,   0
-480,    1488,   138.956,   138.956,   0.0562257,   757.101,   64,   8,   -0.00842122,   42.5685,   0
-480,    1496,   139.301,   139.301,   0.0554988,   743.853,   64,   8,   -0.00517851,   41.2829,   0
-480,    1504,   139.726,   139.726,   0.0689504,   731.722,   64,   8,   -0.00266419,   50.4525,   0
-480,    1512,   140.311,   140.311,   0.0687811,   720.823,   64,   8,   -0.00519335,   49.579,   0
-480,    1520,   140.821,   140.821,   0.0631181,   711.02,   64,   8,   -0.00716868,   44.8783,   0
-480,    1528,   141.333,   141.333,   0.060974,   701.86,   64,   8,   -0.00814058,   42.7952,   0
-480,    1536,   141.722,   141.722,   0.0507416,   692.739,   64,   8,   -0.0120256,   35.1507,   0
-480,    1544,   141.851,   141.851,   0.0501119,   683.266,   64,   8,   -0.00620324,   34.2397,   0
-480,    1552,   142.016,   142.016,   0.0555895,   673.429,   64,   8,   -0.00911845,   37.4356,   0
-480,    1560,   142.149,   142.149,   0.065328,   663.533,   64,   8,   -0.00549588,   43.3473,   0
-480,    1568,   142.516,   142.516,   0.0771435,   654.074,   64,   8,   -0.00760603,   50.4575,   0
-480,    1576,   142.948,   142.948,   0.0726894,   645.685,   64,   8,   -0.0102665,   46.9344,   0
-480,    1584,   143.215,   143.215,   0.0680525,   639.137,   64,   8,   -0.0102833,   43.4949,   0
-480,    1592,   143.417,   143.417,   0.0663724,   635.295,   64,   8,   -0.0129123,   42.1661,   0
-480,    1600,   143.525,   143.525,   0.0551082,   634.848,   64,   8,   -0.00803993,   34.9853,   0
-480,    1608,   143.63,   143.63,   0.0355209,   637.731,   64,   8,   -0.0084909,   22.6528,   0
-480,    1616,   143.55,   143.55,   0.0342915,   642.511,   64,   8,   -0.000454931,   22.0327,   0
-480,    1624,   143.91,   143.91,   0.061774,   646.456,   64,   8,   -0.00370436,   39.9342,   0
-480,    1632,   144.445,   144.445,   0.0594163,   646.67,   64,   8,   -0.0104565,   38.4227,   0
-480,    1640,   144.736,   144.736,   0.0565745,   641.45,   64,   8,   0.000293549,   36.2897,   0
-480,    1648,   145.266,   145.266,   0.0787204,   630.592,   64,   8,   -0.00138669,   49.6405,   0
-480,    1656,   145.986,   145.986,   0.0900512,   614.699,   64,   8,   -0.00458114,   55.3544,   0
-480,    1664,   146.736,   146.736,   0.077636,   594.359,   64,   8,   -0.0113545,   46.1437,   0
-480,    1672,   147.289,   147.289,   0.0686806,   569.657,   64,   8,   -0.0111423,   39.1244,   0
-480,    1680,   147.7,   147.7,   0.0693901,   540.021,   64,   8,   -0.00372307,   37.4721,   0
-480,    1688,   148.168,   148.168,   0.0517312,   504.352,   64,   8,   -0.00816619,   26.0907,   0
-480,    1696,   148.084,   148.084,   0.0417183,   461.542,   64,   8,   -0.00907287,   19.2548,   0
-480,    1704,   148.293,   148.293,   0.0543809,   411.509,   64,   8,   0.00376911,   22.3782,   0
-480,    1712,   148.72,   148.72,   0.0590968,   356.293,   64,   8,   -0.00958436,   21.0557,   0
-480,    1720,   148.851,   148.851,   0.0444628,   300.059,   64,   8,   -0.010527,   13.3415,   0
-480,    1728,   148.75,   148.75,   0.0382899,   247.396,   64,   8,   -0.00249727,   9.47277,   0
-480,    1736,   148.851,   148.851,   0.0440184,   201.215,   64,   8,   -0.00386084,   8.85716,   0
-480,    1744,   149.139,   149.139,   0.0757162,   162.085,   64,   8,   -0.00201253,   12.2724,   0
-480,    1752,   149.849,   149.849,   0.103962,   129.075,   64,   8,   -0.00453094,   13.4189,   0
-480,    1760,   150.597,   150.597,   0.0901296,   100.893,   64,   8,   -0.00090515,   9.09345,   0
-480,    1768,   151.236,   151.236,   0.069089,   76.5993,   64,   8,   -0.00258298,   5.29217,   0
-480,    1776,   151.816,   151.816,   0.0608106,   55.8814,   64,   8,   -0.00973118,   3.39818,   0
-480,    1784,   152.22,   152.22,   0.0687707,   39.0134,   64,   8,   -0.00387092,   2.68298,   0
-480,    1792,   152.811,   152.811,   0.0641986,   26.5858,   64,   8,   -0.00971983,   1.70677,   0
-480,    1800,   153.138,   153.138,   0.0404646,   18.9825,   64,   8,   -0.00174962,   0.768119,   0
-480,    1808,   152.673,   152.673,   0.0718343,   15.7481,   64,   8,   -0.0154548,   1.13126,   0
-480,    1816,   154.118,   154.118,   0.0810643,   15.3709,   64,   8,   -0.00211304,   1.24603,   0
-480,    1824,   154.645,   154.645,   0.048627,   15.8532,   64,   8,   -0.00723708,   0.770895,   0
-480,    1832,   154.877,   154.877,   0.0150806,   15.6591,   64,   8,   -0.00644255,   0.23615,   0
-480,    1840,   154.812,   154.812,   0.0379817,   14.1961,   64,   8,   -0.0102868,   0.539191,   0
-480,    1848,   154.467,   154.467,   0.0331559,   11.697,   64,   8,   -0.00105698,   0.387823,   0
-480,    1856,   154.529,   154.529,   0.0372498,   8.86362,   64,   8,   -0.00252844,   0.330168,   0
-480,    1864,   154.857,   154.857,   0.0515194,   6.59525,   64,   8,   -0.00635714,   0.339783,   0
-480,    1872,   155.244,   155.244,   0.067401,   5.86758,   64,   8,   0.00109066,   0.395481,   0
-480,    1880,   155.488,   155.488,   0.11666,   7.6535,   64,   8,   -0.00902313,   0.892855,   0
-480,    1888,   157.38,   157.38,   0.145636,   12.7463,   64,   8,   0.0135742,   1.85632,   0
-480,    1896,   157.775,   157.775,   0.135128,   21.419,   64,   8,   -0.0130353,   2.89432,   0
-480,    1904,   158.56,   158.56,   0.135128,   128.622,   256,   8,   -0.0130353,   17.3804,   0
-472,    0,   99.9254,   99.9254,   0.0357415,   4383.53,   64,   8,   -0.0016901,   156.674,   0
-472,    8,   99.4975,   99.4975,   0.0357415,   12967,   192,   19.3137,   -0.0016901,   463.459,   0
-472,    16,   99.1874,   99.1874,   0.0403042,   8445.24,   128,   19.3137,   0.0087369,   340.379,   0
-472,    24,   99.0331,   99.0331,   0.0525625,   8312.02,   128,   19.3137,   -0.0105345,   436.901,   0
-472,    32,   98.6139,   98.6139,   0.0741497,   8184.07,   128,   19.3137,   -0.000997299,   606.847,   0
-472,    40,   98.093,   98.093,   0.0850935,   8061.7,   128,   19.3137,   0.0015481,   685.998,   0
-472,    48,   97.8333,   97.8333,   0.0572514,   7945.32,   128,   16,   -0.0135672,   454.881,   0
-472,    56,   97.6381,   97.6381,   0.0703493,   7835.56,   128,   16,   0.000327468,   551.226,   0
-472,    64,   97.4838,   97.4838,   0.072456,   7733.3,   128,   16,   0.00650261,   560.324,   0
-472,    72,   97.5789,   97.5789,   0.0470662,   7639.49,   128,   16,   -0.0116303,   359.562,   0
-472,    80,   97.3674,   97.3674,   0.0324039,   7554.63,   128,   16,   -0.0124962,   244.8,   0
-472,    88,   97.1065,   97.1065,   0.0205033,   7478.02,   128,   16,   0.0118606,   153.324,   0
-472,    96,   97.3186,   97.3186,   0.0307918,   7407.23,   128,   19.3137,   -0.00594922,   228.082,   0
-472,    104,   97.4788,   97.4788,   0.0331563,   7338.66,   128,   19.3137,   0.00112229,   243.323,   0
-472,    112,   97.5447,   97.5447,   0.0191699,   7269.24,   128,   19.3137,   0.00445899,   139.351,   0
-472,    120,   97.7244,   97.7244,   0.0422278,   21366.5,   384,   19.3137,   -0.00137289,   902.261,   0
-472,    128,   98.1557,   98.1557,   0.0589124,   14169.1,   256,   16,   0.00138112,   834.737,   0
-472,    136,   98.5578,   98.5578,   0.0268149,   7046.2,   128,   16,   -0.00705699,   188.943,   0
-472,    144,   98.5704,   98.5704,   0.0288022,   6967.43,   128,   19.3137,   -0.0154844,   200.678,   0
-472,    152,   98.2589,   98.2589,   0.0275519,   6886.25,   128,   16,   -0.000268773,   189.729,   0
-472,    160,   98.1941,   98.1941,   0.0312757,   6801.68,   128,   16,   -0.00127782,   212.727,   0
-472,    168,   98.1967,   98.1967,   0.0323996,   6712.66,   128,   16,   -0.00674167,   217.488,   0
-472,    176,   97.9726,   97.9726,   0.03312,   6618.91,   128,   16,   0.00158331,   219.218,   0
-472,    184,   97.8553,   97.8553,   0.0228537,   6522.24,   128,   19.3137,   -0.00925638,   149.057,   0
-472,    192,   97.7459,   97.7459,   0.0208132,   6427.07,   128,   16,   0.000579498,   133.768,   0
-472,    200,   97.766,   97.766,   0.0230568,   6339.2,   128,   16,   -0.00164478,   146.162,   0
-472,    208,   97.7563,   97.7563,   0.0220176,   6262.85,   128,   16,   -0.0031075,   137.893,   0
-472,    216,   97.76,   97.76,   0.0303522,   6199.05,   128,   19.3137,   -0.000874516,   188.155,   0
