-480 0 0.80783132980523
-472 0 0.81538925143695
-464 0 0.82324183849651
-456 0 0.83138622987087
-448 0 0.83982144590721
-440 0 0.84854572174967
-432 0 0.85755190133053
-424 0 0.86681268930329
-416 0 0.87626240745199
-408 0 0.8857873006011
-400 0 0.8952385030451
-392 0 0.90447129362769
-384 0 0.91340605522181
-376 0 0.92199562631327
-368 0 0.93023878694286
-360 0 0.93817482796406
-352 0 0.94585364825438
-344 0 0.95331440460147
-336 0 0.96057322665913
-328 0 0.96761286073589
-320 0 0.97438544351036
-312 0 0.98083803549526
-304 0 0.98696020537379
-296 0 0.99283315971766
-288 0 0.9986545514415
-280 0 1.0047021656607
-272 0 1.0113109912053
-264 0 1.0188640540614
-256 0 1.0277850598053
-248 0 1.0385188063023
-240 0 1.0514542355309
-232 0 1.0667558162835
-224 0 1.0841353912282
-216 0 1.1027086801102
-208 0 1.1211304439442
-200 0 1.1380338285554
-192 0 1.152521980819
-184 0 1.164379982406
-176 0 1.1739725299698
-168 0 1.1819982132568
-160 0 1.189281665318
-152 0 1.1966551306788
-144 0 1.2048728068916
-136 0 1.2144823802595
-128 0 1.2256352733841
-120 0 1.2379327509623
-112 0 1.2504849490342
-104 0 1.2622484809425
-96 0 1.2724472615459
-88 0 1.2807914587293
-80 0 1.2874435306378
-72 0 1.2928622271386
-64 0 1.2976340100159
-56 0 1.3023862021176
-48 0 1.3077185307931
-40 0 1.3141112968213
-32 0 1.3217794329972
-24 0 1.3305560179996
-16 0 1.3398681111632
-8 0 1.3489490007988
0 0 1.3571517370385
8 0 1.3641384978215
16 0 1.3698800111468
24 0 1.3745433509576
32 0 1.3783724622441
40 0 1.3816015205595
48 0 1.3844048809432
56 0 1.386842680837
64 0 1.388846269405
72 0 1.3902554268349
80 0 1.3908642331737
88 0 1.3905125443984
96 0 1.3891338103274
104 0 1.3867266315732
112 0 1.3832881949603
120 0 1.3787540110538
128 0 1.3729675329108
136 0 1.3656923024638
144 0 1.3566796214992
152 0 1.3457880691449
160 0 1.3331496556571
168 0 1.3192717623521
176 0 1.3049003244117
184 0 1.2907601682316
192 0 1.2772940873824
200 0 1.2645943762404
208 0 1.2524772048306
216 0 1.2405993721882
224 0 1.228571051218
232 0 1.2160339325512
240 0 1.2027719358858
248 0 1.1887977556913
256 0 1.1743992523078
264 0 1.1600740022709
272 0 1.1463653028433
280 0 1.1336443453739
288 0 1.121997271011
296 0 1.1112565556902
304 0 1.1011099165907
312 0 1.0912073455826
320 0 1.08123524712
328 0 1.0709649333918
336 0 1.0603013212874
344 0 1.0493362058739
352 0 1.0383532756859
360 0 1.0277594219926
368 0 1.0179595283157
376 0 1.0091996463567
384 0 1.0014977215781
392 0 0.99468498657459
400 0 0.98850387469677
408 0 0.98269555838889
416 0 0.97704764394163
424 0 0.9714082759561
432 0 0.96568153477165
440 0 0.95981865444904
448 0 0.95382518298421
456 0 0.94772098675081
464 0 0.94154312950692
472 0 0.93533902454888
480 0 0.9291600536312
-480 8 0.79454539004308
-472 8 0.80208103471434
-464 8 0.8099261995404
-456 8 0.81807252759191
-448 8 0.82651582207441
-440 8 0.83525859024605
-432 8 0.84430591060063
-424 8 0.8536485685735
-416 8 0.86323631986916
