-480 0 102.07110801502
-472 0 99.423375626903
-464 0 100.36824482735
-456 0 98.790990703508
-448 0 98.786885472867
-440 0 97.807224125618
-432 0 98.08052783509
-424 0 98.45960509322
-416 0 98.092375362863
-408 0 97.730018704081
-400 0 97.547380781274
-392 0 97.524903283876
-384 0 97.830457688669
-376 0 96.981295676063
-368 0 97.012687736462
-360 0 97.432906322857
-352 0 98.018036086418
-344 0 97.471637822107
-336 0 98.263022123008
-328 0 98.285285901901
-320 0 98.329862421655
-312 0 97.9880424878
-304 0 98.102262217983
-296 0 98.644361517923
-288 0 98.809213080472
-280 0 98.696137212843
-272 0 99.082630895902
-264 0 99.269329058111
-256 0 99.271655404209
-248 0 100.84397427452
-240 0 99.693983913843
-232 0 100.0139864671
-224 0 100.60695486793
-216 0 100.73455183634
-208 0 100.65133507075
-200 0 100.97374370836
-192 0 100.56863889891
-184 0 100.8231028346
-176 0 101.06148313618
-168 0 101.64860808233
-160 0 101.98514910983
-152 0 101.74870584215
-144 0 103.37289249227
-136 0 102.62042443002
-128 0 102.73736150566
-120 0 103.01258952839
-112 0 103.33806473419
-104 0 103.25557146293
-96 0 104.30479690762
-88 0 103.98178080152
-80 0 104.24858961697
-72 0 105.08087448645
-64 0 105.24449422829
-56 0 104.34035612116
-48 0 104.15107269299
-40 0 104.08698312247
-32 0 106.55380670907
-24 0 106.45873051216
-16 0 105.78913504597
-8 0 107.13997269881
0 0 107.36531177717
8 0 107.84826747577
16 0 108.66403090217
24 0 109.20154623586
32 0 109.2946006413
40 0 109.73194534942
48 0 110.48990856707
56 0 109.91806212814
64 0 109.8346146772
72 0 111.18016532058
80 0 111.80560292352
88 0 112.19998203599
96 0 111.91769419012
104 0 112.52880223541
112 0 113.3198537441
120 0 113.80830706567
128 0 114.31893216336
136 0 114.91670736997
144 0 114.71260017094
152 0 115.23457139489
160 0 114.85810567733
168 0 115.64384326761
176 0 116.85268975708
184 0 117.09786289689
192 0 117.17249730385
200 0 117.6387942839
208 0 118.17060039135
216 0 118.44520140058
224 0 118.99860542775
